,district,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor
3988,,3,87,,,True,,True,True,,,True,
3989,,3.0,87.0,,,True,,True,True,,,True,4
3990,,3.0,87.0,,,,,True,True,,,True,
3991,Quận 7,1.0,13.5,1,2,,,,,,,,2
3992,BÌNH TÂN,3.3,56,,,True,True,True,,,,True,2
3993,Bình Thạnh,9.7,60,6,4,True,,,,,,,5
3994,Tân Bình,4.6,52.5,3,,,,,,,,,2
3995,Bình Tân,4.7,75,,,True,,,,,,True,
3996,Bình Thạnh,1.38,15,,,,,True,,True,,,3
3997,,4.0,39.0,1,1,True,True,True,True,,,,1
3998,Quận 5,10.0,66.0,5,4,True,,,,,,,4
3999,Tân Bình,6.3,94,3,2,True,,,,,,True,
4000,Quận 11,6.5,120,3,4,True,,,,,,,4
4001,QUẬN 11,7.6,81,,,,,,,,,,
4002, Linh Chiểu,4.2,93.4,3,1,True,True,True,True,,,,1
4003,,,66,3,,,,,,,,,4
4004,Thủ Đức,7.8,140,,,True,,,,,True,True,2
4005,Gò Vấp,3.2,37,2,2,,,,,,,,2
4006,Quận Gò Vấp,4050000000.0,74.7,2,2,True,,True,True,,,True,2
4007,Bình Tân,3.4,52,,,True,True,True,,,True,True,2
4008,Q7,4290,60,2,3,True,True,,True,,True,,2
4009,Thủ Đức,7.9,230,,,True,,,,,,,
4010,Quận 7,10.5,300.0,6,3,True,True,True,True,,,,3
4011,Phú Nhuan,2774323.259,29.7,2,3,True,,,,,,,4
4012,Thủ Đức,17.5,144.5,11,,True,,,,,,,5
4013,Thủ Đức,17.5,144.5,,,True,,,,,,,4
4014,Phú Nhuận,9.1,48,3,1,True,,,,,,,
4015,Tân Phú,4.6,,5,,True,,True,True,,,,5
4016,Gò Vấp,2.75,21,2,2,,,,,,,,3
4017,Thủ Đức,3.7,80,3,2,True,,,,,,True,2
4018,Quận 5,20.0,188.0,3,3,True,,,,,,True,4
4019,Q11,5.9,50,3,3,True,,,,,,,3
4020,Quận Gò Vấp,4.0,32.4,,,,,,,,,,2
4021,Thủ Đức,7.0,88.0,4,,True,,,True,,,True,2
4022,Bình Tân,,,,,,,,,,,,
4023,Thủ Đức,1960000000.0,52.0,,,,,True,,,,True,
4024,Tân Phú,5.0,80.0,,,True,,,,,,,
4025,Q11,5.6,46,,,,,,,,True,True,2
4026,Q7,4540,47,3,4,True,True,True,True,,True,,4
4027,Quận 1,5.5,35.2,3,3,,,,,,,True,3
4028,,5.0,63.0,3,2,True,,True,True,True,,,2
4029,QUẬN BÌNH THẠNH,4.0,28.0,3,,,True,True,,,,,4
4030,BÌNH THẠNH,4,32,3,,True,True,True,,,,True,4
4031,Bình Tân,5.0,84.0,5,3,True,,True,True,,,,2
4032,,1.4,80,4,4,True,,,,,,True,4
4033,Gò Vấp,,106.0,5,5,True,,,True,,,,4
4034,Tân Bình,6.0,70.0,,,,,,,,,,
4035,Gò Vấp,5.45,73,3,3,,,,,,,,4
4036,Q7,3460.0,85.0,3,2,,True,,True,,True,True,2
4037,Gò Vấp,11.0,173.0,7,,,,True,,,,,4
4038,Quận 9,,63.0,4,,,,,,,,,4
4039,Tân Bình,,63,3,1,,,,,,,,1
4040,,4.8,,3,,True,,,True,,,,3
4041,Hóc Môn,,88,2,1,True,True,True,True,,True,True,
4042,Quận 10,3.5,43,,,,,,,,,,2
4043,Bình Thạnh,2999000000.0,38.0,3,,,True,True,True,,,,2
4044,Quận 3,2599000000.0,60.0,4,,,,,,,,,3
4045,Gò Vấp,,39,3,3,,,,,,,,5
4046,Tt. Cần Giuộc - Long An,1484000000.0,56.0,4,3,,,,,,,,3
4047,Tân Bình,8,70,4,5,,,True,,True,,True,4
4048,Gò Vấp,18.0,95.0,5,5,True,,,True,,,,4
4049,Bình Thạnh,,40,3,3,,,,,,True,,3
4050,Quận 4,6.29,31,9,5,,,,,,,,5
4051,QUẬN 6,5.4,50,3,3,True,,,,,,,
4052,Quận 8,6.4,80,2,2,True,,True,True,True,True,,2
4053,,6.9,71,2,,,,,,,,,
4054,Tp. Thủ Đức,17.9,390,,,,,True,,True,,,3
4055,,3.0,,2,2,,,,True,,True,,2
4056,Quận 10,6,56,4,5,True,,,,,,,4
4057,,,53,2,2,True,True,True,True,,True,True,
4058,Quận 3,4.5,36,3,1,True,True,True,True,,,,3
4059,Quận 10,,,4,,,,,,,,,5
4060,Quận Tân Bình,6.0,70.0,3,,,,,,,,True,3
4061,,6.2,77,2,1,True,True,,,,,True,2
4062,Gò Vấp,,80.0,7,,,,,,,,,5
4063,Tp.Thủ Đức,,,,,True,,,True,True,True,True,
4064,Q10,3.5,32,,,,,,,,,,2
4065,Quận 7,7.0,60.4,,,True,,,,,,True,2
4066,Gò Vấp,5.1,59,2,2,True,,,,,,,2
4067,Quận 2,,63.0,3,,True,,,,True,,True,
4068,,8.0,143.0,5,2,True,,,,,,True,3
4069,Quận 3,13.5,50,4,1,True,True,True,True,,,,4
4070,Huyện,4.0,60.0,4,3,True,,,,,,True,2
4071,TP Thủ Đức,80.0,1518.0,,,,,True,,True,,True,3
4072,Quận 11,5.0,123.0,2,2,,,,,,,,4
4073,Quận 10,2.5,,2,2,,,,,,,,3
4074,,2.75,40.0,2,2,,,,True,True,,,2
4075,Quận Bình Tân,5.6,46,4,4,True,True,True,True,,,,3
4076,Quận 3,4.0,50.0,2,2,True,,,,,,,
4077,Bình Tân,3.9,110,,,,,,,,,True,1
4078,Tân Bình,8.0,52.0,3,,True,,,,,,True,3
4079,Nhà Bè,5640,100,3,3,True,,True,True,,,,3
4080,Q3,11.5,67,,,,,,,,,True,6
4081,Quận 1,15.3,86,9,,,,,,,,,6
4082,Phan,15.5,120,,,,,,True,,True,,6
4083,PN,14.5,96,,,True,,,,,,,6
4084,Q3,19.8,110,,,True,,,,,,True,6
4085,Gò Vấp,,60.0,3,2,,,,,,,,3
4086,PN,14.8,84,,,True,True,,,,,True,5
4087,Phường 2,23.5,99,,,,,,,,,True,6
4088,Phú Nhuận,43.0,180.0,,,True,,,,,,True,7
4089,,33,210,,,True,,,,,,,6
4090,,,,,,,,,,,,,
4091,Q3,14.8,100,,,,,,,,True,,4
4092,Q3,22.5,88,,,,,,,,True,,5
4093,Q1,18900000000.0,100.0,,,,,,,,,,5
4094,,1.99,,,,,,,,,,True,
4095,Quận 1,24.99,160,,,,,,,,,,5
4096,Quận 6,2.99,30,2,,True,,,,,,,2
4097,Quận 6,2.99,30,2,,True,,,,,,,2
4098,Q1,13.0,155.0,,,,,,,,,,5
4099,Quận 1,16.5,90,,,,,,,,,,5
4100,Quận 1,15.5,90,,,,,,,,,,5
4101,Q1,18.0,275.0,,,,,,,,,,6
4102,Quận 1,11990000000.0,100.0,,,,,,,,,,5
4103,Q1,15.5,70,,,,,True,True,,True,,4
4104,Thủ Đức,6.2,158,,,True,,,,,,True,2
4105,q7,3.19,26.3,1,2,True,True,True,True,True,True,,2
4106,,5.8,47,,,True,,,,,,True,4
4107,,4.3,55,2,1,True,,,,,,,2
4108,Quận 7,6.49,24,2,3,True,True,True,True,True,True,,4
4109,,6.1,,3,3,True,,,,,,,3
4110,,5.6,83,2,2,,,True,,True,,True,2
4111,Q9,6.5,140,3,3,True,,,,,,,3
4112,quận Tân Bình,4.5,24,2,3,,,,,,,True,2
4113,Q11,4.7,48,3,,,,,,,,True,2
4114,Tân Bình,5.6,54,3,,True,,,,,,,
4115,Gò Vấp,3.7,30,2,,True,,,,,,,2
4116,Bình Tân,6600000000.0,77,,,,,,,,,,4
4117,Q7,3590.0,78.0,3,,True,,True,True,,True,,2
4118,Q7,9.49,106,8,7,True,True,True,True,,True,,4
4119,Q11,11.5,143,2,2,True,,,,,,,4
4120,Quận 5,7.5,55,4,4,,,,,,,,3
4121,Bình Thạnh,,61,4,3,,,,,,,,2
4122,Gò Vấp,,60.0,2,2,,,,True,,,,2
4123,Quận 5,5.2,32,5,,,True,True,True,True,,,4
4124,Quận Bình Thạnh,7999000000,89,,,,,True,,True,,,
4125,Quận Bình Thạnh,7999000000.0,89.0,,,,,True,,True,,,
4126,Tân Bình,4.95,,3,,True,,True,,,,,4
4127,Quận 11,5.9,50,2,,,,,,,,True,4
4128,Gò Vấp,4.1,20,2,3,True,,,,,,,3
4129,Q11,5.1,51,,,,,,,,,True,1
4130,,4.95,,5,3,True,,True,True,,,,4
4131,Hóc Môn,330000000.0,43.0,2,2,True,,True,,,,True,
4132,Tp Thủ Đức,6.9,66,3,2,True,,,True,,,,2
4133,Q11,5.5,50,2,2,,,,,,,True,2
4134,Bình Tân,2.0,34.0,,,True,,True,,,,,2
4135,Tân Bình,5.7,56.0,2,2,4.0,True,True,,True,,,2
4136,Bình Thạnh,6.0,68.0,,,,,,,,,,5
4137,Quận 9,4.8,54,4,3,True,,,,True,True,True,3
4138,Linh Xuân,5.2,130,3,2,True,,True,True,,,,
4139,Quận 9,24.0,234.0,8,9,True,True,True,,,,,4
4140,Q11,5.5,53,2,1,True,False,True,True,False,False,True,2
4141,,4.2,45,4,3,,,True,True,,True,True,3
4142,Q.11,6.0,64.0,4,,,,,,,,,
4143,Quận 4,2.0,29.0,,,True,,,,,,,2
4144,Tân Bình,2.9,,,,True,,,,,True,,1
4145,Quận 6,2.9,40,2,2,,True,True,True,,,True,2
4146,Thủ Đức,4.0,72.0,,,True,,,,,,,2
4147,Tân Phú,4.7,52,,,,,,True,,,True,5
4148,Quận Bình Thạnh,11.8,79,4,5,,,,,,,,3
4149,Bình Thạnh,14999.0,84.0,9,9,True,True,True,,,,,5
4150,Quận 4,8.1,98,5,6,,,,,,,,5
4151,Bình Thạnh,,42.0,2,2,True,,,,,,,2
4152,Gò Vấp,5.7,78,3,4,True,,,,,,,3
4153,Gò Vấp,3.95,36,2,2,True,,,,,,,2
4154,,4.0,48.0,3,,True,,True,,,True,True,3
4155,Bình Thạnh,5.0,55.0,5,1,,,True,True,True,,,4
4156,Quận 4,3.9,24,3,3,True,True,True,True,,,,5
4157,Q.4,2.0,29.0,2,,True,,,,,,,2
4158,Tân Bình,5.0,90.0,6,6,True,True,True,,,,True,6
4159,Quận Gò Vấp,8.2,79,3,3,True,True,True,True,,,,3
4160,Quận 10,4.6,24,2,,,,,,,,,2
4161,Q11,6.6,58,4,,,,,,,,True,2
4162,,8.5,36.0,4,3,True,,,True,,,,5
4163,Quận 1,6.5,46,2,2,True,,,,,,True,2
4164,Bình Thạnh,6299000000.0,75.0,3,3,,True,True,,,,,2
4165,Quận 7,3.0,29.0,4,3,,,,,,,,3
4166,,3.3,,2,2,,,True,,,,,2
4167,Quận TĐ,13.0,140.0,15,,,,True,True,True,,,4
4168,,3.5,,2,3,,,,True,,,,4
4169,Gò Vấp,7.8,91,5,,,,,,,,,3
4170,TĐ,4200000000,104,3,2,True,,True,True,,,,2
4171,Huyện,720000000.0,90.0,4,4,True,,,,,,True,3
4172,Bình Thạnh,2.0,23.0,2,2,True,,,,,,,2
4173,,4,56,2,,True,True,,True,,,,2
4174,,5.1,40,,,True,True,True,True,,,,3
4175,Quận 1,2.65,23.94,,,,True,,,,,True,2
4176,,2.95,,2,,,,True,True,,,,1
4177,Bình Tân,3.9,60,,,True,True,,,,,True,2
4178,Phú Nhuận,5.5,55,5,6,,,,,,,,3
4179,Phú Nhuận,5.5,55,5,6,,,,,,,,3
4180,Q.7,5.9,40,3,3,,,,,,,,4
4181,Quận 3,8.0,60.0,2,,True,True,True,True,,,True,3
4182,,,,,,,,,,,,,
4183,Tân Bình,5.0,33.0,4,5,True,,,,,,True,5
4184,,5.0,39.0,4,3,True,,,,,,True,3
4185,Quận 6,8.5,80,5,5,True,,True,,,True,True,6
4186,P17,7.3,,5,6,True,,True,,True,,,4
4187,P. Linh Trung,12.9,90,13,,True,True,True,True,True,,,5
4188,Gò Vấp,16.5,130,5,6,True,,,,,,,5
4189,Quận 6,5.9,90,7,3,True,,,True,,,,3
4190,,,68,3,3,True,,,,,,,3
4191,,,,1,1,,,,,,,,
4192,Phú Nhuận,5.75,110,2,3,True,True,True,True,,,,4
4193,Q9,6.5,67,,,True,,,,,,True,5
4194,Quận Bình Tân,5999000000.0,80.0,4,3,6.0,True,,True,,True,,4
4195,Quận 11,5.2,,2,,,,,,,,True,1
4196,,9.0,205.0,,,True,,,,,,,
4197,Q. Bình Tân,5.6,68,4,4,True,True,,True,,,,3
4198,TP. Thủ Đức,11.0,90.0,7,6,True,True,,,True,,False,4
4199,,6.0,52.0,3,,True,,,,,,True,3
4200,Tân Bình,6.6,55.0,2.0,,True,,,,,,,2.0
4201,Tân Bình,6.6,55.0,2.0,,True,,,,,,,1.0
4202,Tân Bình,4.6,60.0,2.0,3.0,True,,,True,,,True,2.0
4203,,4.55,50.0,,,,True,True,,,,,
4204,Quận 1,7.6,94.0,,,True,,True,True,,,,
4205,,5.0,28.0,2.0,,True,,,,,,True,6.0
4206,QUẬN 10,3.95,30.0,2.0,2.0,True,,,,,,,
4207,Tân Phú,5.4,,3.0,2.0,,,True,True,,True,,2.0
4208,Thủ Đức,10.5,270.0,6.0,,,,,,,,,3.0
4209,Q3,9.5,38.0,3.0,2.0,True,,,,,,True,3.0
4210,Q3,450000000.0,31.0,4.0,2.0,,,,,,,True,3.0
4211,BÌNH TÂN,4.35,70.0,,,True,,,True,,,True,3.0
4212,,,,3.0,3.0,,,,,,,,3.0
4213,Bình Tân,,,,,,,,,,,,
4214,Tân Phú,4.0,44.0,4.0,,True,,,,,,True,4.0
4215,,4.0,90.0,2.0,1.0,True,,True,,,True,True,1.0
4216,Tân Bình,6.0,56.0,3.0,3.0,True,,,,,,True,4.0
4217,Gò Vấp,90.0,82.0,6.0,,True,,,,,,,3.0
4218,Thủ Đức,10.5,270.0,6.0,,,,,,,,,3.0
4219,Phú Nhuận,,36.0,3.0,,,,,,,,,3.0
4220,Tân Phú,,44.0,2.0,,True,,,,,,,2.0
4221,Bình Tân,5.3,80.0,,,True,True,,,,,True,3.0
4222,,,142.9,5.0,5.0,,,,,,,True,4.0
4223,,795000000.0,40.0,,,,True,True,,,True,True,2.0
4224,,4800000000.0,,3.0,,,,,,,,,2.0
4225,,,,3.0,2.0,,,,,,,,2.0
4226,Thủ Đức,10.5,270.0,6.0,,True,,,True,,,,3.0
4227,Tp Thủ Đức,4.2,58.0,3.0,2.0,True,,True,,True,,,2.0
4228,Gò Vấp,4.98,57.0,3.0,2.0,True,,,,,,,2.0
4229,Thủ Đức,4.0,58.0,,,,,,,,,,
4230,PN,15.5,120.0,,,,,,True,,,,6.0
4231,Phú Nhuận,15.5,120.0,,,,,,True,,,,6.0
4232,Quận 7,8.6,60.0,5.0,,True,,True,,,True,,4.0
4233,Q.6,6.0,156.0,2.0,,True,,,,,,,4.0
4234,Phú Nhuận,,38.0,5.0,4.0,,,,,,,,3.0
4235,,650000000.0,40.0,2.0,2.0,False,False,False,False,False,True,False,2.0
4236,,6.25,,2.0,,True,,,,,,,3.0
4237,Phú Nhuận,14.8,84.0,4.0,,True,True,,,,,True,5.0
4238,Quận 6,5000000000.0,56.0,3.0,3.0,True,,,,,,,2.0
4239,Quận 9,4.0,54.0,4.0,3.0,True,,,,True,True,True,3.0
4240,Bình Tân,13900000000.0,385.0,,,,,,,,,,5.0
4241,,3.3,,,,True,True,True,,,,True,
4242,,5.0,95.0,1.0,1.0,True,,,,,True,True,
4243,Long Quân,4.0,56.0,2.0,2.0,True,,,,,,,1.0
4244,Bình Tân,4.9,80.0,,,True,,True,True,True,True,True,3.0
4245,Tân Bình,7.4,110.0,3.0,,,,,,,,True,3.0
4246,Tân Phú,4.4,44.0,,,True,,True,True,,,,3.0
4247,Quận 1,,115.0,,,True,,,,,,,
4248,,4900000000.0,44.0,2.0,2.0,True,,,,,,,2.0
4249,,5.5,76.0,,,True,,,,,,,3.0
4250,Q12,690000000.0,58.0,2.0,1.0,True,,True,,,,True,
4251,Phú Nhuận,,30.2,3.0,4.0,True,,,,,,True,3.0
4252,Gò Vấp,6.0,63.0,5.0,6.0,True,,,True,,,,3.0
4253,Quận 12,4.0,55.0,2.0,2.0,True,,,,,,,
4254,Quận 10,3.5,35.0,,,,,,,,,,
4255,Phú Nhuận,4896000000.0,41.75,2.0,2.0,True,,,,,,True,2.0
4256,Q9,2.32,43.0,2.0,1.0,True,,,,,,True,
4257,Quận Bình Thạnh,5.0,40.0,4.0,3.0,True,,,,,,True,3.0
4258,Quận 10,7.0,36.0,3.0,,True,,True,True,,,,2.0
4259,Thủ Đức,4.0,120.0,,,,True,True,,,,,
4260,Gò Vấp,6.65,120.0,4.0,1.0,True,,,,,,,
4261,TP Thủ Đức,59.0,350.0,,,,,,,,,,10.0
4262,Gò Vấp,4.95,34.0,4.0,3.0,,,,,,,,4.0
4263,Hóc Môn,620000000.0,60.0,2.0,2.0,,,,,,,True,2.0
4264,Q. Bình Tân,6.4,66.0,4.0,4.0,True,,,True,,,,3.0
4265,,,,,,,,,,,,,
4266,Phú Nhuận,1.8,37.6,3.0,3.0,,True,True,True,,,True,
4267,Q. Bình Tân,4.19,48.0,,,True,True,True,True,,,,2.0
4268,,,,2.0,,,,,,,,,
4269,,,,4.0,2.0,,,,,,,,2.0
4270,Quận Gò Vấp,2.25,60.5,2.0,2.0,,True,True,True,,,,2.0
4271,Phú Lộc,6580000000.0,43.0,2.0,2.0,,,,,,,,2.0
4272,Q11,5.1,40.0,2.0,2.0,True,,,,,,,2.0
4273,Q11,6.4,47.0,3.0,4.0,True,,,,,,,3.0
4274,Quận 2,5.0,40.0,,,,,,,,,,3.0
4275,Gò Vấp,6.9,53.0,4.0,3.0,True,,,,,,,4.0
4276,Quận Bình Tân,6.1,76.0,4.0,4.0,True,True,True,True,,,,3.0
4277,Q. Bình Tân,6.1,76.0,4.0,4.0,True,True,True,True,,,,3.0
4278,Q. Bình Tân,5.3,76.0,,,,True,True,True,,,,
4279,Bình Tân,7.2,120.0,8.0,,True,True,True,True,,,,2.0
4280,Tân Bình,4.0,60.0,2.0,3.0,True,,,,,,True,2.0
4281,Q. Bình Tân,6.8,72.0,,,True,True,True,True,,,,3.0
4282,Thủ Đức,4.1,104.0,3.0,2.0,True,True,True,True,,,,2.0
4283,Bình Tân,4.5,65.0,,,,,True,True,,True,,3.0
4284,Quận 6,5.2,80.0,6.0,,,,,,,,,3.0
4285,Gò Vấp,6.3,63.0,4.0,3.0,True,,,,,,,2.0
4286,Tân Bình,4.9,60.0,3.0,3.0,,,,,,,True,2.0
4287,Thủ Đức,3.9,92.0,2.0,1.0,,,,,,,True,
4288,Quận 2,3.0,55.0,2.0,1.0,True,True,True,True,True,True,True,
4289,Thủ Đức,3.5,98.0,,,,,,,,,,
4290, QUẬN 11,3.1,55.0,2.0,2.0,,,,,,,,2.0
4291,,4.0,51.0,2.0,2.0,,,,,,,True,2.0
4292,Q9,3.2,54.5,2.0,2.0,,,,,,,,
4293,Quận 9,3.6,56.0,3.0,2.0,True,,,,,,,2.0
4294,Tân Bình,5700000000.0,,3.0,,True,True,True,True,True,,,2.0
4295,Tân Phú,10.3,60.0,,,True,,True,True,,,True,5.0
4296,Gò Vấp,6.8,75.0,,,True,,,,,,,
4297,Quận Phú Nhuận,13.0,112.0,5.0,,True,,,,,,True,5.0
4298,Quận Bình Tân,3.6,46.0,,,,,True,True,,,,2.0
4299,Gò Vấp,6.2,45.0,4.0,,,,,,,,,5.0
4300,,7.29,70.0,,,,,,,,,,
4301,,4.5,92.0,,,True,,True,,,True,True,
4302,Quận 10,4600000000.0,35.0,,,True,,True,True,True,,,
4303,Quận 10,4.6,35.0,,,True,,True,True,True,,,
4304,Tân Bình,17.6,100.0,4.0,,True,,,,,,,3.0
4305,Gò Vấp,6.0,67.5,,,,,,,,,,
4306,Tân Phú,3700000000.0,42.0,,,True,,True,True,,,,3.0
4307,Gò Vấp,3.4,32.0,2.0,2.0,,,,,,,,2.0
4308,Gò Vấp,3.6,32.0,2.0,,True,,,,,,,2.0
4309,,,,,,,,,,,,,
4310,Gò Vấp,3.7,36.0,2.0,,,,,,,,,2.0
4311,BÌNH TÂN,4.2,70.0,,,True,,,,,,,3.0
4312,,3.6,,3.0,3.0,True,True,True,True,,,,2.0
4313,Phú Nhuận,51500000.0,30.0,3.0,4.0,True,,,,,True,,4.0
4314,Quận 9,2.5,50.0,2.0,5.0,True,,,,,,True,
4315,Quận 6,2.78,28.5,2.0,2.0,True,,True,,,True,,2.0
4316,Quận Tân Phú,5.0,56.0,2.0,,True,True,True,,True,,True,2.0
4317,Bình Tân,4.0,40.0,3.0,2.0,,,,,,,True,3.0
4318,Tân Bình,8.1,60.0,2.0,,True,,,,,,True,2.0
4319,Thủ Đức,6.2,77.2,,,True,True,True,,True,True,True,1.0
4320,Q10,8.1,40.0,2.0,,True,,,,,True,True,5.0
4321,Tân Bình,,120.0,3.0,3.0,,,True,,,,True,2.0
4322,,4.8,72.0,2.0,2.0,,,,,,,,2.0
4323,Tân Bình,4.2,,2.0,,,True,True,,,True,,
4324,,8.9,85.0,4.0,6.0,True,,True,True,,True,,5.0
4325,Hóc Môn,450000000.0,75.0,1.0,1.0,True,,True,,,,True,1.0
4326,Bàu Cát,6.1,48.0,,,True,,,,,,True,3.0
4327,Quận 10,3.7,33.0,,,,,,,,,,
4328,,8.9,85.0,4.0,6.0,,,,True,,True,,5.0
4329,Quận 5,5.6,30.0,5.0,,,,,,,,,4.0
4330,Bình Thạnh,,31.0,2.0,2.0,,True,True,,,True,,3.0
4331,Bình Tân,3.0,40.0,2.0,,True,True,True,,,,,2.0
4332,Bình Tân,5000000000.0,96.0,4.0,,True,,,,,,True,4.0
4333,Bình Tân,3.0,40.0,2.0,,True,True,True,,,,,2.0
4334,Bình Tân,5.0,96.0,4.0,,True,,,,,,True,4.0
4335,Quận 8,2.2,46.0,1.0,1.0,True,,,,,,,2.0
4336,Q8,3.3,23.0,2.0,1.0,True,True,True,True,True,True,,2.0
4337,Quận 11,3.8,26.0,3.0,3.0,True,,,,,,,3.0
4338,Q.11,6.3,34.1,2.0,2.0,True,,,,,,,2.0
4339,GÒ VẤP,6.879,70.0,,,True,,,,,,,
4340,Tân Phú,4.0,65.0,,,True,,True,True,,,,2.0
4341,Gò Vấp,6.99,75.0,,,,,,,,,,
4342,Thủ Đức,7.8,60.0,8.0,,True,True,True,True,True,,,4.0
4343,Quận Thủ Đức,4.7,135.0,3.0,2.0,True,,,True,,,,2.0
4344,QK,4.7,135.0,3.0,2.0,True,,,,,,,2.0
4345,Quận Bình Tân,5000000000.0,52.0,5.0,4.0,True,,True,True,,,,4.0
4346,Tân Bình,5.0,60.0,4.0,,True,,,,,,True,2.0
4347,Hóc Môn,620000000.0,72.0,3.0,2.0,True,,True,True,,True,True,2.0
4348,,6.5,,,,True,,,,,,,3.0
4349,Q. Bình Tân,,60.0,,,True,True,True,,,,,5.0
4350,Bình Tân,3.5,90.0,4.0,,True,,,,,,True,3.0
4351,,,320.0,,,True,,,,,,,5.0
4352,Phú Nhuận,4540000000.0,57.75,2.0,2.0,,,,,,,True,2.0
4353,Gò Vấp,3.0,39.0,3.0,2.0,True,True,True,True,True,True,,2.0
4354,Tân Bình,6.0,60.0,5.0,,,,,,,,True,5.0
4355,Tân Bình,9.5,60.0,5.0,5.0,True,,,,,,,5.0
4356,Gò Vấp,6.9,77.0,3.0,4.0,True,,True,True,,,,3.0
4357,Gò Vấp,4.75,47.0,2.0,2.0,,,,,,,,2.0
4358,Quận 10,6.0,50.0,4.0,1.0,,,,,,,True,4.0
4359,Quận 6,4.0,65.0,,,True,,,,,,,5.0
4360,Bình Tân,13900000000.0,385.0,,,,,,True,,,,5.0
4361,,4.7,34.0,,,,,True,True,,,,
4362,Tân Phú,3.0,,,,,,,,,,,
4363,Tân Bình,5.7,41.05,3.0,2.0,,,,,,,True,2.0
4364,Tân Bình,5.7,41.05,3.0,2.0,,,,,,,True,2.0
4365,Tân Phú,3.0,38.0,2.0,2.0,True,,,,,,,1.0
4366,Thủ Đức,5.6,72.0,4.0,3.0,True,,,,,,True,2.0
4367,Thủ Đức,5000000000.0,120.0,4.0,3.0,True,,True,True,,,True,2.0
4368,Thủ Đức,3.0,95.0,,,,,,,,,,
4369,Huyện,2.75,65.0,,,,,True,,,,True,2.0
4370,Bình Tân,3.8,44.0,3.0,4.0,True,,,,,,,3.0
4371,Quận Bình Tân,19.0,180.0,,,True,,True,True,,,,5.0
4372,Tân Bình,4.5,32.8,5.0,3.0,True,,,True,,,,4.0
4373,Quận 11,4.5,60.0,3.0,2.0,True,,True,True,,,,3.0
4374,Hóc Môn,4.6,135.0,4.0,3.0,True,,True,,,,,1.0
4375,Bình Tân,4.7,50.0,,,True,True,True,True,,True,True,3.0
4376,Quận 8,1.75,22.0,2.0,1.0,,,,,,,,2.0
4377,Tân Bình,2000000000.0,32.0,,,True,,,,,,,
4378,Gò Vấp,7.3,75.0,4.0,5.0,,,,,,,,4.0
4379,Gò Vấp,5.5,85.0,2.0,,,,,,,,,2.0
4380,,10.0,95.0,11.0,12.0,True,,,,,,,4.0
4381,,4.5,60.0,3.0,2.0,True,,True,True,,,True,3.0
4382,Quận 10,6.1,40.0,6.0,8.0,True,,True,,,,True,4.0
4383,Quận 8,6.55,48.0,7.0,3.0,True,,,,,,,3.0
4384,Quận 8,6.55,48.0,7.0,3.0,True,,,,,,,3.0
4385,Q5,10.0,150.0,3.0,3.0,,,,,,,,5.0
4386,,8.0,85.0,6.0,6.0,True,,,,,,,4.0
4387,Thủ Đức,6.85,170.0,,,,,,,,,,
4388,Bình Chánh,750.0,75.0,3.0,3.0,,,,,,,True,2.0
4389,P.TĂNG NHƠN PHÚ A,4.0,55.0,4.0,4.0,True,,True,,,,,3.0
4390,Bình Thạnh,4.2,86.5,,,,True,True,True,,,True,
4391,Phú Nhuận,,110.0,3.0,3.0,True,,,,,,,3.0
4392,Bình Thạnh,,38.2,4.0,4.0,True,,True,,,True,,3.0
4393,Gò Vấp,10.1,85.0,5.0,,,,,,,,,5.0
4394,,6.0,48.0,3.0,2.0,True,,,,,,True,2.0
4395,Q.11,11.8,92.0,13.0,,,,,,,,,5.0
4396,Gò Vấp,7.45,94.5,3.0,4.0,True,,,,,,True,3.0
4397,Gò Vấp,7.45,94.5,3.0,4.0,True,,,,,,True,3.0
4398,TB,8.7,50.0,,2.0,True,,,,,,,3.0
4399,Bình Tân,7.0,66.0,4.0,5.0,True,True,True,,,,,5.0
4400,,5500000000.0,,2.0,2.0,True,,True,True,,,False,2.0
4401,Q.6,3.9,34.0,2.0,2.0,,,,,,,,4.0
4402,Q.6,3900000000.0,34.0,2.0,2.0,True,,,,,,,4.0
4403,Tân Bình,6.0,64.0,2.0,,,,,,,,True,2.0
4404,,3.95,,2.0,,True,True,True,True,True,,,1.5
4405,,2.0,,1.0,1.0,,,,,,,True,2.0
4406,,13.0,99.5,,,True,True,True,,,,True,
4407,,2.9,56.0,,,,,True,True,,,,
4408,Tân Bình,8.0,56.0,6.0,6.0,True,,True,,,True,True,3.0
4409,Hóc Môn,450000000.0,48.0,2.0,,True,True,True,,,,,2.0
4410,Quận Tân Bình,4.8,60.0,3.0,4.0,True,,True,True,,,True,3.0
4411,Bình Tân,2.9,56.0,,,,True,True,True,,,True,
4412,Quận 8,3.15,52.0,,2.0,,,True,True,,,True,2.0
4413,Q11,5.8,60.0,,,,,,True,,,True,
4414,Q. GÒ VẤP,4.5,49.0,2.0,,,,,,,,,2.0
4415,Gò Vấp,,60.0,4.0,6.0,True,,,,,,,4.0
4416,Quận 4,2.35,60.0,2.0,2.0,,,,True,,,True,1.0
4417,Quận Gò Vấp,3.3,34.0,2.0,2.0,True,True,,True,,,True,2.0
4418,,,,5.0,6.0,True,,True,,True,,,3.0
